Hours per Week,Age,Workclass,Highest Degree,Marital Status,Race,Gender,Native Country,Occupation,Income Actual,Income Adjust,Income,ML Pred
55,34,Private,Less than High School,Married (Spouse Absent),Black,Male,United States,Craft/Repair,29975,50960.84169,1,0
20,61,Self Employed (Incorporated),High School Graduate,Widowed,White,Female,United States,Sales,31400,53383.50056,1,0
40,34,Private,High School Graduate,Divorced,White,Male,United States,Machine Operator/Inspector,32000,54403.56745,1,0
45,47,Private,High School Graduate,Divorced,White,Female,United States,Sales,32238,54808.19398,1,0
40,57,Private,Less than High School,Married,White,Male,Portugal,Handler/Cleaner,33660,57225.75251,1,0
40,31,Private,High School Graduate,Separated,White,Male,United States,Transport/Moving,34000,57803.79041,1,0
40,28,Private,Undergraduate Degree,Never Married,Black,Female,United States,Professional Specialty,31500,53553.51171,1,0
40,27,Private,Undergraduate Degree,Never Married,White,Male,United States,Tech Support,38260,65046.26533,1,0
40,43,Private,Undergraduate Degree,Never Married,White,Male,United States,Administrative/Clerical,33709,57309.05797,1,0
48,27,Self Employed (Unincorporated),Less than High School,Never Married,White,Female,United States,Sales,35000,59503.9019,1,0
60,35,Private,High School Graduate,Divorced,White,Female,United States,Transport/Moving,53030,90156.91193,1,0
43,48,Private,High School Graduate,Never Married,White,Female,United States,Administrative/Clerical,33960,57735.78595,1,0
40,25,Private,High School Graduate,Married,White,Male,United States,Handler/Cleaner,30344,51588.18283,1,0
42,39,Private,High School Graduate,Never Married,White,Male,United States,Craft/Repair,51742,87967.16834,1,0
40,39,Private,High School Graduate,Divorced,White,Male,United States,Sales,44650,75909.9777,1,0
40,31,Private,High School Graduate,Married,White,Male,Mexico,Machine Operator/Inspector,46521,79090.88629,1,0
65,32,Self Employed (Unincorporated),High School Graduate,Married,White,Male,United States,Farming/Fishing,47213,80267.36343,1,0
40,24,Private,Undergraduate Degree,Never Married,White,Male,United States,Professional Specialty,31900,54233.5563,1,0
40,20,Self Employed (Incorporated),High School Graduate,Married,White,Male,United States,Machine Operator/Inspector,32000,54403.56745,1,0
15,70,Private,High School Graduate,Divorced,White,Male,United States,Handler/Cleaner,31375,53340.99777,1,0
40,35,State Government,High School Graduate,Never Married,White,Male,United States,Protective Services,29835,50722.82609,1,0
40,32,Local Government,High School Graduate,Never Married,White,Male,United States,Craft/Repair,30150,51258.3612,1,0
40,27,Private,High School Graduate,Never Married,White,Male,United States,Craft/Repair,31510,53570.51282,1,0
40,25,Private,Undergraduate Degree,Never Married,White,Male,United States,Professional Specialty,33409,56799.02453,1,0
40,28,Private,Less than High School,Married,White,Male,Mexico,Machine Operator/Inspector,33000,56103.67893,1,0
40,53,Private,High School Graduate,Divorced,White,Male,United States,Craft/Repair,33338,56678.31661,1,0
45,46,Local Government,High School Graduate,Divorced,White,Female,United States,Administrative/Clerical,31521,53589.21405,1,0
40,39,Self Employed (Unincorporated),Less than High School,Married,White,Male,United States,Transport/Moving,34000,57803.79041,1,0
40,29,Local Government,Undergraduate Degree,Never Married,White,Female,United States,Tech Support,37500,63754.1806,1,0
40,42,Private,High School Graduate,Divorced,White,Female,United States,Administrative/Clerical,36187,61521.93423,1,0
30,44,Private,High School Graduate,Married,Other,Female,Mexico,Administrative/Clerical,61010,103723.8016,1,0
40,26,Private,Undergraduate Degree,Never Married,White,Female,United States,Professional Specialty,34050,57888.79599,1,0
40,26,Private,Undergraduate Degree,Never Married,White,Male,Scotland,Professional Specialty,45000,76505.01672,1,0
60,33,Private,High School Graduate,Divorced,White,Male,United States,Other Services,46000,78205.12821,1,0
40,40,Private,High School Graduate,Divorced,White,Male,United States,Transport/Moving,51355,87309.2252,1,0
40,41,Private,High School Graduate,Divorced,White,Male,United States,Transport/Moving,31000,52703.45596,1,0
50,42,Local Government,High School Graduate,Divorced,White,Female,United States,Protective Services,34018,57834.39242,1,0
35,42,Private,Less than High School,Married,White,Male,United States,Craft/Repair,54000,91806.02007,1,0
40,24,Self Employed (Unincorporated),Less than High School,Married,White,Male,United States,Transport/Moving,78098,132775.3066,1,0
15,60,Self Employed (Incorporated),High School Graduate,Married,White,Female,United States,Administrative/Clerical,99999,170009.4482,1,0
35,85,Private,High School Graduate,Widowed,White,Male,United States,Sales,38914,66158.13824,1,0
40,33,Private,Undergraduate Degree,Divorced,White,Male,United States,Sales,45000,76505.01672,1,0
